time(%Y-%m-%dT%H:%M:%S.%f),rel_time(sec),velocity(c/s)
2022-01-02T04:00:02.625000,2.6,2.5762350712264777
2022-01-02T04:00:02.675000,2.65,4.224669487630353
2022-01-02T04:00:02.725000,2.7,5.479842337943319
2022-01-02T04:00:02.775000,2.75,4.33364236665602
2022-01-02T04:00:02.825000,2.8,3.3159256586102663
2022-01-02T04:00:02.875000,2.85,3.373730932751477
2022-01-02T04:00:02.925000,2.9,4.435423891577424
2022-01-02T04:00:02.975000,2.95,5.333046539308912
2022-01-02T04:00:03.025000,3.0,5.310022128293396
2022-01-02T04:00:03.075000,3.05,2.981164910981716
2022-01-02T04:00:03.125000,3.1,2.4963500793692046
2022-01-02T04:00:03.175000,3.15,5.721464128320639
2022-01-02T04:00:03.225000,3.2,5.496284765304538
2022-01-02T04:00:03.275000,3.25,4.547366665036933
2022-01-02T04:00:03.325000,3.3,7.042015434609382
2022-01-02T04:00:03.375000,3.35,6.150190140658884
2022-01-02T04:00:03.425000,3.4,4.20963188739853
2022-01-02T04:00:03.475000,3.45,7.130824621561043
2022-01-02T04:00:03.525000,3.5,6.80463844065828
2022-01-02T04:00:03.575000,3.55,5.281393157788235
2022-01-02T04:00:03.625000,3.6,6.167186238077574
2022-01-02T04:00:03.675000,3.65,6.162743462375296
2022-01-02T04:00:03.725000,3.7,7.990554647996741
2022-01-02T04:00:03.775000,3.75,7.329076334905259
2022-01-02T04:00:03.825000,3.8,5.585734305009701
2022-01-02T04:00:03.875000,3.85,5.537247119712214
2022-01-02T04:00:03.925000,3.9,6.688352222702231
2022-01-02T04:00:03.975000,3.95,8.27613747398724
2022-01-02T04:00:04.025000,4.0,6.823084374759705
2022-01-02T04:00:04.075000,4.05,6.591372717172349
2022-01-02T04:00:04.125000,4.1,6.564200654992556
2022-01-02T04:00:04.175000,4.15,5.163837716371983
2022-01-02T04:00:04.225000,4.2,6.454550957505266
2022-01-02T04:00:04.275000,4.25,10.869998444801807
2022-01-02T04:00:04.325000,4.3,8.160313891868704
2022-01-02T04:00:04.375000,4.35,3.3176608080521683
2022-01-02T04:00:04.425000,4.4,8.0680004517428
2022-01-02T04:00:04.475000,4.45,9.520936901942635
2022-01-02T04:00:04.525000,4.5,10.231060622728988
2022-01-02T04:00:04.575000,4.55,10.848365136320187
2022-01-02T04:00:04.625000,4.6,7.818289432079616
2022-01-02T04:00:04.675000,4.65,9.128575391724151
2022-01-02T04:00:04.725000,4.7,11.362516499014344
2022-01-02T04:00:04.775000,4.75,13.684405718997493
2022-01-02T04:00:04.825000,4.8,7.5997421122480855
2022-01-02T04:00:04.875000,4.85,5.502129241816817
2022-01-02T04:00:04.925000,4.9,10.943156887580527
2022-01-02T04:00:04.975000,4.95,7.1132775688503935
2022-01-02T04:00:05.025000,5.0,9.465174605682861
2022-01-02T04:00:05.075000,5.05,11.235148907565126
2022-01-02T04:00:05.125000,5.1,6.817204771935268
2022-01-02T04:00:05.175000,5.15,6.602843456994383
2022-01-02T04:00:05.225000,5.2,9.87755297962992
2022-01-02T04:00:05.275000,5.25,13.789967370557527
2022-01-02T04:00:05.325000,5.3,9.837252430941277
2022-01-02T04:00:05.375000,5.35,8.466539272988824
2022-01-02T04:00:05.425000,5.4,10.701402154878602
2022-01-02T04:00:05.475000,5.45,11.511129502532581
2022-01-02T04:00:05.525000,5.5,18.5760993885172
2022-01-02T04:00:05.575000,5.55,20.122056451006404
2022-01-02T04:00:05.625000,5.6,8.6268792702458
2022-01-02T04:00:05.675000,5.65,5.49653812824632
2022-01-02T04:00:05.725000,5.7,11.670439889016468
2022-01-02T04:00:05.775000,5.75,10.638245997603532
2022-01-02T04:00:05.825000,5.8,16.794498862032604
2022-01-02T04:00:05.875000,5.85,15.675273180241534
2022-01-02T04:00:05.925000,5.9,1.7714288566838838
2022-01-02T04:00:05.975000,5.95,9.336783835733854
2022-01-02T04:00:06.025000,6.0,18.89728855907354
2022-01-02T04:00:06.075000,6.05,17.161007052848145
2022-01-02T04:00:06.125000,6.1,12.585834889477665
2022-01-02T04:00:06.175000,6.15,8.843647549170214
2022-01-02T04:00:06.225000,6.2,15.64724734707123
2022-01-02T04:00:06.275000,6.25,18.661526033442744
2022-01-02T04:00:06.325000,6.3,19.547841555468633
2022-01-02T04:00:06.375000,6.35,14.677631644918556
2022-01-02T04:00:06.425000,6.4,3.0986157119117728
2022-01-02T04:00:06.475000,6.45,15.524394705867511
2022-01-02T04:00:06.525000,6.5,29.58166540403282
2022-01-02T04:00:06.575000,6.55,17.596808072396687
2022-01-02T04:00:06.625000,6.6,12.362329214671586
2022-01-02T04:00:06.675000,6.65,13.451340036531588
2022-01-02T04:00:06.725000,6.7,10.570626267225103
2022-01-02T04:00:06.775000,6.75,21.03605725607083
2022-01-02T04:00:06.825000,6.8,23.743144949349073
2022-01-02T04:00:06.875000,6.85,14.52340752536455
2022-01-02T04:00:06.925000,6.9,4.593389855980881
2022-01-02T04:00:06.975000,6.95,5.287815855753434
2022-01-02T04:00:07.025000,7.0,24.949832320211243
2022-01-02T04:00:07.075000,7.05,26.127350736965465
2022-01-02T04:00:07.125000,7.1,16.333186214738
2022-01-02T04:00:07.175000,7.15,12.781789105148007
2022-01-02T04:00:07.225000,7.2,6.831348811092047
2022-01-02T04:00:07.275000,7.25,20.512754774944472
2022-01-02T04:00:07.325000,7.3,33.37801932477664
2022-01-02T04:00:07.375000,7.35,16.08918854595801
2022-01-02T04:00:07.425000,7.4,7.421538326944143
2022-01-02T04:00:07.475000,7.45,19.6933577083776
2022-01-02T04:00:07.525000,7.5,26.065815233695222
2022-01-02T04:00:07.575000,7.55,30.918435393535855
2022-01-02T04:00:07.625000,7.6,24.091611545926284
2022-01-02T04:00:07.675000,7.65,7.396844556354968
2022-01-02T04:00:07.725000,7.7,8.25765725349795
2022-01-02T04:00:07.775000,7.75,27.346342438308913
2022-01-02T04:00:07.825000,7.8,37.63476184099115
2022-01-02T04:00:07.875000,7.85,18.311011683509314
2022-01-02T04:00:07.925000,7.9,6.747703016206001
2022-01-02T04:00:07.975000,7.95,6.718900543311015
2022-01-02T04:00:08.025000,8.0,13.959824329640849
2022-01-02T04:00:08.075000,8.05,39.77169549501947
2022-01-02T04:00:08.125000,8.1,37.60891672409923
2022-01-02T04:00:08.175000,8.15,18.248810920548962
2022-01-02T04:00:08.225000,8.2,8.877084275613257
2022-01-02T04:00:08.275000,8.25,9.608213123342257
2022-01-02T04:00:08.325000,8.3,27.84843235701686
2022-01-02T04:00:08.375000,8.35,31.867219237330247
2022-01-02T04:00:08.425000,8.4,25.284561802332895
2022-01-02T04:00:08.475000,8.45,19.196541055589147
2022-01-02T04:00:08.525000,8.5,19.551071577598094
2022-01-02T04:00:08.575000,8.55,39.355631098046885
2022-01-02T04:00:08.625000,8.6,37.107426419491155
2022-01-02T04:00:08.675000,8.65,12.332829413204005
2022-01-02T04:00:08.725000,8.7,12.061625535016857
2022-01-02T04:00:08.775000,8.75,25.422292153892474
2022-01-02T04:00:08.825000,8.8,28.09700353015781
2022-01-02T04:00:08.875000,8.85,28.407062562949225
2022-01-02T04:00:08.925000,8.9,21.674688228990107
2022-01-02T04:00:08.975000,8.95,10.28925220516604
2022-01-02T04:00:09.025000,9.0,18.480526544241485
2022-01-02T04:00:09.075000,9.05,37.5264620927584
2022-01-02T04:00:09.125000,9.1,41.3750386606759
2022-01-02T04:00:09.175000,9.15,25.753494668473024
2022-01-02T04:00:09.225000,9.2,4.137408638823105
2022-01-02T04:00:09.275000,9.25,6.196965084623372
2022-01-02T04:00:09.325000,9.3,36.26357688326944
2022-01-02T04:00:09.375000,9.35,53.210514409687896
2022-01-02T04:00:09.425000,9.4,33.82811733378229
2022-01-02T04:00:09.475000,9.45,13.081236511263917
2022-01-02T04:00:09.525000,9.5,22.488726018294322
2022-01-02T04:00:09.575000,9.55,34.38050188550396
2022-01-02T04:00:09.625000,9.6,37.21502892252635
2022-01-02T04:00:09.675000,9.65,35.9124736448623
2022-01-02T04:00:09.725000,9.7,25.783968309737915
2022-01-02T04:00:09.775000,9.75,25.87056223118398
2022-01-02T04:00:09.825000,9.8,24.403182117403933
2022-01-02T04:00:09.875000,9.85,39.96298906938585
2022-01-02T04:00:09.925000,9.9,34.025055256138664
2022-01-02T04:00:09.975000,9.95,4.019845420654317
2022-01-02T04:00:10.025000,10.0,42.923743040872075
2022-01-02T04:00:10.075000,10.05,40.26090316351145
2022-01-02T04:00:10.125000,10.1,14.738131245361943
2022-01-02T04:00:10.175000,10.15,36.05676985045057
2022-01-02T04:00:10.225000,10.2,7.408720239982334
2022-01-02T04:00:10.275000,10.25,11.234958442135428
2022-01-02T04:00:10.325000,10.3,50.89478579636932
2022-01-02T04:00:10.375000,10.35,49.07255818894002
2022-01-02T04:00:10.425000,10.4,33.531431204968406
2022-01-02T04:00:10.475000,10.45,8.374541359247116
2022-01-02T04:00:10.525000,10.5,11.007031172890583
2022-01-02T04:00:10.575000,10.55,32.482074502539525
2022-01-02T04:00:10.625000,10.6,37.766869708337474
2022-01-02T04:00:10.675000,10.65,48.9795352220371
2022-01-02T04:00:10.725000,10.7,30.728788547399706
2022-01-02T04:00:10.775000,10.75,7.238683646770088
2022-01-02T04:00:10.825000,10.8,26.940379860267804
2022-01-02T04:00:10.875000,10.85,29.472667353150413
2022-01-02T04:00:10.925000,10.9,26.790254345863545
2022-01-02T04:00:10.975000,10.95,26.390522480429727
2022-01-02T04:00:11.025000,11.0,21.06445538398251
2022-01-02T04:00:11.075000,11.05,21.465858831706072
2022-01-02T04:00:11.125000,11.1,2.7445484798871576
2022-01-02T04:00:11.175000,11.15,11.104524560972138
2022-01-02T04:00:11.225000,11.2,15.845852392909975
2022-01-02T04:00:11.275000,11.25,7.296884602658463
2022-01-02T04:00:11.325000,11.3,37.01364327185104
2022-01-02T04:00:11.375000,11.35,40.04124802145481
2022-01-02T04:00:11.425000,11.4,8.874677227944144
2022-01-02T04:00:11.475000,11.45,-1.168530196485213
2022-01-02T04:00:11.525000,11.5,12.980153153692687
2022-01-02T04:00:11.575000,11.55,36.00434292194717
2022-01-02T04:00:11.625000,11.6,61.9839409650931
2022-01-02T04:00:11.675000,11.65,48.70770123220258
2022-01-02T04:00:11.725000,11.7,2.185768649889775
2022-01-02T04:00:11.775000,11.75,-8.15963663549167
2022-01-02T04:00:11.825000,11.8,12.693443992198908
2022-01-02T04:00:11.875000,11.85,40.48354708135801
2022-01-02T04:00:11.925000,11.9,44.01396654277925
2022-01-02T04:00:11.975000,11.95,28.69017254292561
2022-01-02T04:00:12.025000,12.0,-1.407492926556865
2022-01-02T04:00:12.075000,12.05,-19.58945735801383
2022-01-02T04:00:12.125000,12.1,27.088474664005222
2022-01-02T04:00:12.175000,12.15,30.12178129880782
2022-01-02T04:00:12.225000,12.2,3.499817960625687
2022-01-02T04:00:12.275000,12.25,33.454837426063115
2022-01-02T04:00:12.325000,12.3,33.97473720849541
2022-01-02T04:00:12.375000,12.35,17.86719043809299
2022-01-02T04:00:12.425000,12.4,30.507537090575884
2022-01-02T04:00:12.475000,12.45,24.311847324258935
2022-01-02T04:00:12.525000,12.5,14.246663122099829
2022-01-02T04:00:12.575000,12.55,45.067278976779086
2022-01-02T04:00:12.625000,12.6,69.485910000234
2022-01-02T04:00:12.675000,12.65,43.53153719120506
2022-01-02T04:00:12.725000,12.7,2.490820541132878
2022-01-02T04:00:12.775000,12.75,-2.511742969329436
2022-01-02T04:00:12.825000,12.8,20.003486759598605
2022-01-02T04:00:12.875000,12.85,44.25098956682054
2022-01-02T04:00:12.925000,12.9,59.98508082878172
2022-01-02T04:00:12.975000,12.95,1.7772355878161799
2022-01-02T04:00:13.025000,13.0,-31.480057761734802
2022-01-02T04:00:13.075000,13.05,16.10433965609471
2022-01-02T04:00:13.125000,13.1,37.34966555824395
2022-01-02T04:00:13.175000,13.15,57.109931372272804
2022-01-02T04:00:13.225000,13.2,28.961309350675204
2022-01-02T04:00:13.275000,13.25,-17.83136959693713
2022-01-02T04:00:13.325000,13.3,-4.677903715121692
2022-01-02T04:00:13.375000,13.35,16.843165462348292
2022-01-02T04:00:13.425000,13.4,53.91900487502342
2022-01-02T04:00:13.475000,13.45,42.60646821159177
2022-01-02T04:00:13.525000,13.5,15.05178681519993
2022-01-02T04:00:13.575000,13.55,44.126869814372355
2022-01-02T04:00:13.625000,13.6,33.76928042685899
2022-01-02T04:00:13.675000,13.65,22.643430286173395
2022-01-02T04:00:13.725000,13.7,33.28091019313641
2022-01-02T04:00:13.775000,13.75,1.2322713319280254
2022-01-02T04:00:13.825000,13.8,20.8711467101624
2022-01-02T04:00:13.875000,13.85,66.97429883736605
2022-01-02T04:00:13.925000,13.9,43.63625957588834
2022-01-02T04:00:13.975000,13.95,21.638564951996134
2022-01-02T04:00:14.025000,14.0,-10.861106749095452
2022-01-02T04:00:14.075000,14.05,-15.228834115354717
2022-01-02T04:00:14.125000,14.1,54.14262389473274
2022-01-02T04:00:14.175000,14.15,73.97714637860602
2022-01-02T04:00:14.225000,14.2,32.19226486391687
2022-01-02T04:00:14.275000,14.25,-28.13413763744563
2022-01-02T04:00:14.325000,14.3,-16.657293370863393
2022-01-02T04:00:14.375000,14.35,65.87508381655617
2022-01-02T04:00:14.425000,14.4,70.09674597948633
2022-01-02T04:00:14.475000,14.45,47.88626631463349
2022-01-02T04:00:14.525000,14.5,33.46691198638832
2022-01-02T04:00:14.575000,14.55,18.167740351816732
2022-01-02T04:00:14.625000,14.6,47.017896250855955
2022-01-02T04:00:14.675000,14.65,54.08851879321716
2022-01-02T04:00:14.725000,14.7,41.861483598632915
2022-01-02T04:00:14.775000,14.75,39.23375096199029
2022-01-02T04:00:14.825000,14.8,27.859826938787876
2022-01-02T04:00:14.875000,14.85,36.8000618055576
2022-01-02T04:00:14.925000,14.9,58.69554216211806
2022-01-02T04:00:14.975000,14.95,28.760397995687555
2022-01-02T04:00:15.025000,15.0,-10.435496837308536
2022-01-02T04:00:15.075000,15.05,14.924478647935556
2022-01-02T04:00:15.125000,15.1,68.37379849700287
2022-01-02T04:00:15.175000,15.15,84.26541670052285
2022-01-02T04:00:15.225000,15.2,23.964655306455928
2022-01-02T04:00:15.275000,15.25,-6.06787625620526
2022-01-02T04:00:15.325000,15.3,23.496434129162584
2022-01-02T04:00:15.375000,15.35,48.36635948623388
2022-01-02T04:00:15.425000,15.4,92.93081740524079
2022-01-02T04:00:15.475000,15.45,76.27209123940115
2022-01-02T04:00:15.525000,15.5,21.72728687340829
2022-01-02T04:00:15.575000,15.55,8.832499520605023
2022-01-02T04:00:15.625000,15.6,31.12733734921031
2022-01-02T04:00:15.675000,15.65,78.40670711163857
2022-01-02T04:00:15.725000,15.7,73.62788531548591
2022-01-02T04:00:15.775000,15.75,45.80053654845676
2022-01-02T04:00:15.825000,15.8,20.512245844811687
2022-01-02T04:00:15.875000,15.85,24.714779886677718
2022-01-02T04:00:15.925000,15.9,70.35349383440935
2022-01-02T04:00:15.975000,15.95,46.84496018798967
2022-01-02T04:00:16.025000,16.0,14.390553939711479
2022-01-02T04:00:16.075000,16.05,37.79485536403812
2022-01-02T04:00:16.125000,16.1,58.930080641145544
2022-01-02T04:00:16.175000,16.15,65.5603757307456
2022-01-02T04:00:16.225000,16.2,39.28099111913965
2022-01-02T04:00:16.275000,16.25,3.3818704340401826
2022-01-02T04:00:16.325000,16.3,26.479011044390344
2022-01-02T04:00:16.375000,16.35,71.70087098195685
2022-01-02T04:00:16.425000,16.4,73.80598594938425
2022-01-02T04:00:16.475000,16.45,71.59318087601308
2022-01-02T04:00:16.525000,16.5,50.18267293961392
2022-01-02T04:00:16.575000,16.55,17.170514247062755
2022-01-02T04:00:16.625000,16.6,50.71900990094587
2022-01-02T04:00:16.675000,16.65,114.2272290327197
2022-01-02T04:00:16.725000,16.7,117.0286039652592
2022-01-02T04:00:16.775000,16.75,47.06008817463307
2022-01-02T04:00:16.825000,16.8,16.79292941995437
2022-01-02T04:00:16.875000,16.85,44.399570596682175
2022-01-02T04:00:16.925000,16.9,70.91243768744575
2022-01-02T04:00:16.975000,16.95,81.28808133413644
2022-01-02T04:00:17.025000,17.0,44.642455848275574
2022-01-02T04:00:17.075000,17.05,32.004694708040326
2022-01-02T04:00:17.125000,17.1,55.266026071308666
2022-01-02T04:00:17.175000,17.15,67.60984877794819
2022-01-02T04:00:17.225000,17.2,86.59354346673103
2022-01-02T04:00:17.275000,17.25,59.85429228018672
2022-01-02T04:00:17.325000,17.3,39.92024184367811
2022-01-02T04:00:17.375000,17.35,85.50484399269112
2022-01-02T04:00:17.425000,17.4,104.91491806453818
2022-01-02T04:00:17.475000,17.45,88.71967339039419
2022-01-02T04:00:17.525000,17.5,57.035883214719426
2022-01-02T04:00:17.575000,17.55,38.05855518174888
2022-01-02T04:00:17.625000,17.6,80.80985153434924
2022-01-02T04:00:17.675000,17.65,133.66171031997246
2022-01-02T04:00:17.725000,17.7,106.95593585826155
2022-01-02T04:00:17.775000,17.75,47.65460120215567
2022-01-02T04:00:17.825000,17.8,57.7347484790385
2022-01-02T04:00:17.875000,17.85,69.3860890433192
2022-01-02T04:00:17.925000,17.9,101.00704443311359
2022-01-02T04:00:17.975000,17.95,140.88597607919618
2022-01-02T04:00:18.025000,18.0,71.37105337800881
2022-01-02T04:00:18.075000,18.05,49.55919396880259
2022-01-02T04:00:18.125000,18.1,75.5741185953332
2022-01-02T04:00:18.175000,18.15,52.0627187414611
2022-01-02T04:00:18.225000,18.2,75.76038723942585
2022-01-02T04:00:18.275000,18.25,81.22663206930252
2022-01-02T04:00:18.325000,18.3,91.36449289262504
2022-01-02T04:00:18.375000,18.35,120.69161852088207
2022-01-02T04:00:18.425000,18.4,88.55409660547764
2022-01-02T04:00:18.475000,18.45,93.11477898378357
2022-01-02T04:00:18.525000,18.5,99.27928490016492
2022-01-02T04:00:18.575000,18.55,104.96679040471341
2022-01-02T04:00:18.625000,18.6,164.4821247683129
2022-01-02T04:00:18.675000,18.65,141.88781881859006
2022-01-02T04:00:18.725000,18.7,93.05043905683532
2022-01-02T04:00:18.775000,18.75,88.11607130562265
2022-01-02T04:00:18.825000,18.8,48.83313771760187
2022-01-02T04:00:18.875000,18.85,79.19317195820001
2022-01-02T04:00:18.925000,18.9,135.19478559270735
2022-01-02T04:00:18.975000,18.95,122.1985521882975
2022-01-02T04:00:19.025000,19.0,103.6462167035998
2022-01-02T04:00:19.075000,19.05,81.66017518511241
2022-01-02T04:00:19.125000,19.1,94.08764861357842
2022-01-02T04:00:19.175000,19.15,106.61080649989185
2022-01-02T04:00:19.225000,19.2,103.18031451752309
2022-01-02T04:00:19.275000,19.25,127.4991320043448
2022-01-02T04:00:19.325000,19.3,119.65423591372954
2022-01-02T04:00:19.375000,19.35,103.90509009306759
2022-01-02T04:00:19.425000,19.4,108.26582528151859
2022-01-02T04:00:19.475000,19.45,103.62853981749468
2022-01-02T04:00:19.525000,19.5,134.07126394279683
2022-01-02T04:00:19.575000,19.55,169.8607926679918
2022-01-02T04:00:19.625000,19.6,164.82342768365535
2022-01-02T04:00:19.675000,19.65,140.2631081592865
2022-01-02T04:00:19.725000,19.7,104.58578218275292
2022-01-02T04:00:19.775000,19.75,84.79911807103208
2022-01-02T04:00:19.825000,19.8,107.73721633844929
2022-01-02T04:00:19.875000,19.85,173.2973197415211
2022-01-02T04:00:19.925000,19.9,168.12677775770374
2022-01-02T04:00:19.975000,19.95,116.04348137795174
2022-01-02T04:00:20.025000,20.0,125.31462869933544
2022-01-02T04:00:20.075000,20.05,72.09221397401767
2022-01-02T04:00:20.125000,20.1,84.22585502227798
2022-01-02T04:00:20.175000,20.15,157.67500604293667
2022-01-02T04:00:20.225000,20.2,126.64868632514023
2022-01-02T04:00:20.275000,20.25,138.50495242954267
2022-01-02T04:00:20.325000,20.3,124.00314775761402
2022-01-02T04:00:20.375000,20.35,111.20323614804836
2022-01-02T04:00:20.425000,20.4,148.53788578543256
2022-01-02T04:00:20.475000,20.45,131.4756767396791
2022-01-02T04:00:20.525000,20.5,159.99700654145417
2022-01-02T04:00:20.575000,20.55,166.08618147068196
2022-01-02T04:00:20.625000,20.6,145.8244796604912
2022-01-02T04:00:20.675000,20.65,163.59859140080076
2022-01-02T04:00:20.725000,20.7,135.14552428367566
2022-01-02T04:00:20.775000,20.75,146.17678350424077
2022-01-02T04:00:20.825000,20.8,172.83442012316712
2022-01-02T04:00:20.875000,20.85,122.25601188222892
2022-01-02T04:00:20.925000,20.9,148.37964288483101
2022-01-02T04:00:20.975000,20.95,154.56323327534216
2022-01-02T04:00:21.025000,21.0,59.8819875357744
2022-01-02T04:00:21.075000,21.05,115.1577716510485
2022-01-02T04:00:21.125000,21.1,164.45122914049506
2022-01-02T04:00:21.175000,21.15,151.64657176172494
2022-01-02T04:00:21.225000,21.2,201.3806035243576
2022-01-02T04:00:21.275000,21.25,139.23552710631066
2022-01-02T04:00:21.325000,21.3,124.27950651302636
2022-01-02T04:00:21.375000,21.35,162.78574497804118
2022-01-02T04:00:21.425000,21.4,132.26341108904782
2022-01-02T04:00:21.475000,21.45,178.18285860871723
2022-01-02T04:00:21.525000,21.5,200.28447074939615
2022-01-02T04:00:21.575000,21.55,197.68303885601838
2022-01-02T04:00:21.625000,21.6,169.48567472216197
2022-01-02T04:00:21.675000,21.65,137.1580551546905
2022-01-02T04:00:21.725000,21.7,184.47065636331945
2022-01-02T04:00:21.775000,21.75,151.97825822787468
2022-01-02T04:00:21.825000,21.8,138.53563246733864
2022-01-02T04:00:21.875000,21.85,156.9784848627708
2022-01-02T04:00:21.925000,21.9,130.09745400548155
2022-01-02T04:00:21.975000,21.95,134.54721039748503
2022-01-02T04:00:22.025000,22.0,114.81962211454181
2022-01-02T04:00:22.075000,22.05,161.72561813999647
2022-01-02T04:00:22.125000,22.1,185.9173138483387
2022-01-02T04:00:22.175000,22.15,142.41120858326948
2022-01-02T04:00:22.225000,22.2,174.1681821940434
2022-01-02T04:00:22.275000,22.25,162.43337622989267
2022-01-02T04:00:22.325000,22.3,155.4162516355162
2022-01-02T04:00:22.375000,22.35,175.12880164130482
2022-01-02T04:00:22.425000,22.4,162.5916629213236
2022-01-02T04:00:22.475000,22.45,165.16982691955081
2022-01-02T04:00:22.525000,22.5,145.5961186250928
2022-01-02T04:00:22.575000,22.55,152.99492677931934
2022-01-02T04:00:22.625000,22.6,149.28730763745128
2022-01-02T04:00:22.675000,22.65,139.96586560822166
2022-01-02T04:00:22.725000,22.7,193.64503373916943
2022-01-02T04:00:22.775000,22.75,173.1480325268052
2022-01-02T04:00:22.825000,22.8,141.2563069792478
2022-01-02T04:00:22.875000,22.85,186.90910285881733
2022-01-02T04:00:22.925000,22.9,190.29904439942757
2022-01-02T04:00:22.975000,22.95,146.80477188623755
2022-01-02T04:00:23.025000,23.0,126.57906510333099
2022-01-02T04:00:23.075000,23.05,153.3983167550146
2022-01-02T04:00:23.125000,23.1,161.01685335951333
2022-01-02T04:00:23.175000,23.15,136.34207877741906
2022-01-02T04:00:23.225000,23.2,146.11072912769708
2022-01-02T04:00:23.275000,23.25,169.65544294674294
2022-01-02T04:00:23.325000,23.3,174.4911006428536
2022-01-02T04:00:23.375000,23.35,174.99143728276243
2022-01-02T04:00:23.425000,23.4,175.49089678386403
2022-01-02T04:00:23.475000,23.45,194.2445213553382
2022-01-02T04:00:23.525000,23.5,186.00495611538332
2022-01-02T04:00:23.575000,23.55,147.62108504972468
2022-01-02T04:00:23.625000,23.6,174.53578739922108
2022-01-02T04:00:23.675000,23.65,201.58826798132475
2022-01-02T04:00:23.725000,23.7,192.52573027392188
2022-01-02T04:00:23.775000,23.75,183.41232190895454
2022-01-02T04:00:23.825000,23.8,146.73253207951382
2022-01-02T04:00:23.875000,23.85,145.6486901540836
2022-01-02T04:00:23.925000,23.9,170.718038848542
2022-01-02T04:00:23.975000,23.95,156.94456624057693
2022-01-02T04:00:24.025000,24.0,165.6361192062291
2022-01-02T04:00:24.075000,24.05,183.4060758734363
2022-01-02T04:00:24.125000,24.1,155.95998238662267
2022-01-02T04:00:24.175000,24.15,169.24686426070113
2022-01-02T04:00:24.225000,24.2,162.10954759077984
2022-01-02T04:00:24.275000,24.25,148.08815341780877
2022-01-02T04:00:24.325000,24.3,236.9333445383016
2022-01-02T04:00:24.375000,24.35,218.43341509158697
2022-01-02T04:00:24.425000,24.4,166.1260567706318
2022-01-02T04:00:24.475000,24.45,231.84393692353498
2022-01-02T04:00:24.525000,24.5,190.08757827699452
2022-01-02T04:00:24.575000,24.55,168.9647727164832
2022-01-02T04:00:24.625000,24.6,247.5288612924896
2022-01-02T04:00:24.675000,24.65,204.72357875462882
